,tweet,data,rt,quote
468,Alguem marca o Boninho ae https://t.co/cgjIZWWYSQ,2021-02-08 00:32:02+00:00,,https://twitter.com/AssimFalouLucas/status/1358443564875870213
469,Siim e sem falar do Rodolfo que tá se mostrando um homofóbico de merda,2021-02-08 00:28:44+00:00,,
470,Eu quero lembrar que fazer só a Karol e Lumena perderem seguidores e fechar os olhos pro Probosta e o Nego di é machismo tá https://t.co/Lbn9Kl013f,2021-02-08 00:27:06+00:00,,https://twitter.com/whomath/status/1358458741809684481
471,"Eu falei desde o começo, lembrem desse nojento!!! Quem tava torcendo para ele ficar no paredão, já se arrependeu??? https://t.co/QECnAkzMrf",2021-02-07 15:51:51+00:00,,https://twitter.com/RealitysVip/status/1358412980392714240
472,"Gente, como assim???",2021-02-07 12:02:58+00:00,,
473,@gabriellimaxx_ @CoronavirusBra1 Meu sonho,2021-02-05 17:04:55+00:00,,
474,É impressionante como a situação política brasileira sempre consegue provar que a piora é sempre possível,2021-02-02 02:17:38+00:00,,
475,"@GOW0NLY É mas ela n tá no paredão, então bora tirar o bolsominion q está. Quando ela entrar no paredão a gente pensa em tirar ela",2021-02-01 22:44:02+00:00,,
476,"Terminei Supernatural e chorei pra cacete.
Caralho, Carry On Wayward Son mexe comigo e essa versão do final me destruiu",2021-01-25 04:56:54+00:00,,
477,@profinfluencer Quarto de Despejo da Carolina Maria de Jesus,2021-01-24 23:25:33+00:00,,
478,@ac_carolinda Esse documentário é perfeito!!!!,2021-01-24 00:59:04+00:00,,
479,@luandecrystal Isso é na tua cidade amigo? Kkkkkkkkk,2021-01-21 00:59:45+00:00,,
480,@rafcorreia Eu entendi amigo,2021-01-21 00:59:18+00:00,,
481,Vlh a gente n tá nem perto de começar a produzir o resto das doses da vacina,2021-01-21 00:53:07+00:00,,
482,"@rafcorreia Mais ou menos né. Não vamos ter a babaquice do trump, mas o biden adora uma intervenção em outros países e a kamala ama um encarceramento em massa",2021-01-21 00:50:09+00:00,,
483,@wesmath3us @indecodificavel @gabriellimaxx_ https://t.co/7kBA3UzARI,2021-01-20 21:56:45+00:00,,
484,@exaustodesofrer E isso tudo pq ainda temos o SUS que facilita muito todo esse processo,2021-01-20 15:24:31+00:00,,
485,"Gente parece q estamos vacinando em média 10 k pessoas por dia, nesse ritmo vamos terminar de vacinar a população brasileira em 6 anos 😔😔
E nem sabemos se vamos continuar nesse ritmo pq n temos garantia da produção do resto das doses!!!!!",2021-01-20 15:16:10+00:00,,
486,"Vlh assistam os vídeos do @canalsemclasse, eles estão me ajudando bastante a entender o marxismo",2021-01-18 20:30:37+00:00,,
487,@wesmath3us Eu vou te bater,2021-01-17 02:13:15+00:00,,
488,@DimitraVulcana @davidmirandario Que decepção,2021-01-17 02:09:27+00:00,,
489,"@exaustodesofrer @QueenUtica Amigo ela é perfeita!! Bonita para caralho, engraçada e as roupas foram as melhores da temporada até agr",2021-01-16 02:08:52+00:00,,
490,"Hooney, the bitch is funny, beautiful and these runway looks are THE BEST @QueenUtica",2021-01-16 02:07:59+00:00,,
491,Im in love with @QueenUtica,2021-01-16 02:06:31+00:00,,
492,"@RodrigoMaia Ooh babaca, pois dê início a esse processo de impeachment logo #ImpeachmentBolsonaroUrgente",2021-01-16 01:38:13+00:00,,
493,"@TheKandyMuse @trixiemattel Ok that needs to happen, ok miss trace martel @trixiemattel ??",2021-01-16 01:35:59+00:00,,
494,Utica como previsto arrasou pra caralho!!!!,2021-01-16 01:24:53+00:00,,
495,"@trut1nha Sempre, faço questão de quando for dar presente, ser um livro",2021-01-15 23:08:29+00:00,,
496,"Olhe a pessoa ganhar um broche quando vence um maxi challenge, eu n supero",2021-01-14 22:52:42+00:00,,
497,Eu amo o quanto Drag Race UK humilha o meu inglês,2021-01-14 22:34:24+00:00,,
498,Eita viagem da mulesta esse clipe de Lana,2021-01-12 02:29:38+00:00,,
499,"Pqp que mão perfeita, meu objetivo de tattoo e unhas 😍😍😍😍 https://t.co/BVMEbnGcsB",2021-01-11 20:02:26+00:00,,https://twitter.com/alinadurso/status/1348438822565126144
500,Esse show da Kylie é viciante,2021-01-11 20:00:09+00:00,,
501,"Pessoas fazendo aglomerações...
É hétero? ""Nem vou me estressar com isso"" 
É viado? ""Vou postar notícia/exposed em todos os locais""

É impressionante como a galera tem facilidade pra odiar viado",2021-01-11 04:46:51+00:00,,
502,@lsmaelxlucas E eu fiz 6 anos amigo hehehe Dezembro de 2014 faz um tempo,2021-01-11 03:48:16+00:00,,
503,@michellevisage Its perfect right?,2021-01-11 03:06:16+00:00,,
504,@tteusao Eu amei esse vídeo amigo kkkkkkkk,2021-01-11 02:57:38+00:00,,
505,@askmelblack Segura essa marimba,2021-01-11 02:42:36+00:00,,
506,@luaintheskywd Opa,2021-01-09 03:42:33+00:00,,
507,@eduardopds Só vamo,2021-01-08 03:50:53+00:00,,
508,@eduardopds Eu pensei nisso tbm e entrei em desespero pq n fiz poscomp no final do ano passado,2021-01-08 03:50:01+00:00,,
509,"@eduardopds Tipo a matrícula da turma 2021.2 do mestrado vai ser em agosto, a graduação estará no começo do 2020.2",2021-01-08 03:49:04+00:00,,
510,"@eduardopds Acho q n, pq os calendários da graduação e da pós estão bem longe um do outro",2021-01-08 03:47:45+00:00,,
511,@eduardopds E quando tu se forma?,2021-01-08 03:03:25+00:00,,
512,Ochi e essa queda de energia?,2021-01-08 02:37:04+00:00,,
513,@joaoazevedolins com essa divulgação do resultado da corovac como fica a situação da Paraíba?,2021-01-07 21:46:31+00:00,,
514,"@exaustodesofrer Eu quero q seja, imagine o o bafafa",2021-01-07 02:25:11+00:00,,
515,"@exaustodesofrer Isso foi a primeira coisa que me veio na cabeça, mas fiquei: ""acho q n..."" Eu tô passado",2021-01-07 02:15:44+00:00,,
516,Qual o rumor q rolando entre o Kanye west e o Jeffree Star??,2021-01-07 02:07:26+00:00,,
517,@eduardopds N tô contando com isso,2021-01-06 15:53:59+00:00,,
518,@wesmath3us @mttsatanas @cibollinha Bom dia amigo!!! Kkkkk,2021-01-04 11:48:39+00:00,,
519,Ei mas parem com essa babaquice de #ciro2022 tbm,2021-01-03 16:27:55+00:00,,
520,@tasnimcx Alguém interpreta ae! https://t.co/9V0LT5T6vU,2021-01-03 16:16:05+00:00,,
521,VLH!!!!!! https://t.co/00K6pkliYf,2021-01-03 16:13:50+00:00,,https://twitter.com/sinistramemes/status/1345524440327729152
522,"@rafcorreia Passado, siiim!!",2021-01-02 04:08:52+00:00,,
523,Lala Ri é muito linda,2021-01-02 01:19:36+00:00,,
524,@luandecrystal Computação é o futuro,2021-01-02 01:19:23+00:00,,
525,"Vlh pra vc acumular 1 bilhão, tem que receber mais de 1 milhão por mês por 80 anos!!!!! O bilionário é um bicho trabalhador viu https://t.co/fptOhWSAcq",2021-01-02 01:16:36+00:00,,https://twitter.com/coimbrasousa/status/1345137635350761472
526,"Pqp Rupaul tá linda demais, Raven consegue melhorar essa maquiagem toda temporada",2021-01-02 01:10:31+00:00,,
527,COMEÇOU!!!!!!!!,2021-01-02 01:05:14+00:00,,
528,@lukehxh Eu fiquei em quarto. Tomara  que me ajude em algo kkkkk,2021-01-02 00:24:26+00:00,,
529,Que horas o ep de rupaul passa mesmo?,2021-01-01 23:45:01+00:00,,
530,Vão se fuder com essa de Lula2022,2021-01-01 19:46:16+00:00,,
531,Por favor universo escute essa mulher!!!!!!!! https://t.co/M4GTJXwzhk,2021-01-01 04:52:12+00:00,,https://twitter.com/ErikakHilton/status/1344850254026440705
532,Eu só quero fazer mais tatuagens em 2021,2021-01-01 03:15:09+00:00,,
533,Eu não acredito mais no Brasil,2020-12-31 16:42:16+00:00,,
534,@_literamundo Até hoje eu n entendo aquilo,2020-12-30 16:05:51+00:00,,
535,E vacinando a população https://t.co/TIxsMK2ZM1,2020-12-30 15:44:27+00:00,,https://twitter.com/maircos/status/1344244755983695873
536,@nicolesribeiro @Alana15Lima Sim,2020-12-30 15:35:33+00:00,,
537,@wesmath3us @jardelferreiro @gabriellimaxx_ Vou mandar pra ela,2020-12-30 02:59:33+00:00,,
538,@lanadeholanda Muitoooo!,2020-12-30 02:46:02+00:00,,
539,Tô orgulhoso da minha persistência com Supernatural,2020-12-30 02:33:16+00:00,,
540,"@giovana_bo Siiim, teve um dias desses q a minha família sentou e assistiu todas as performances dela",2020-12-30 02:09:46+00:00,,
541,@cardipower Claudia Borges,2020-12-29 21:15:16+00:00,,
542,"@NPTO Mais ou menos né, imagina a situação se fosse um candidato do NOVO",2020-12-29 19:05:43+00:00,,
543,@d4ndara Eu fico passado na aleatoriedade kkkkkk,2020-12-29 17:48:35+00:00,,
544,???????? https://t.co/PTJ0z3387c,2020-12-29 16:26:02+00:00,,
545,Vlh um crossover de Supernatural com Scooby Doo https://t.co/5SEl1sUGV8,2020-12-29 16:24:22+00:00,,
546,@ISSilva40 Same feeling,2020-12-29 04:09:41+00:00,,
547,@cadelinhafenty4 @Eu_Diogoo A minha última foi provavelmente em 2012 💃💃,2020-12-29 03:16:55+00:00,,
548,Como q eu me acordei de 11 hrs hj e já estou com sono,2020-12-29 03:14:24+00:00,,
549,@trut1nha 😍😍😍,2020-12-29 01:25:16+00:00,,
550,@hmcpedro Eu sou a pintosa maluca,2020-12-29 01:24:59+00:00,,
551,@morrergo Eu paro de fazer oq eu tiver fazendo e só volto pra cozinha se tiver vazia,2020-12-29 01:04:46+00:00,,
552,@wesmath3us @shantayficagay @jadysjose @exaustodesofrer Eita porra!!!!,2020-12-27 15:21:00+00:00,,
553,@ac_carolinda Tô do mesmo jeito,2020-12-25 13:52:02+00:00,,
554,Continua esquisito,2020-12-25 11:59:24+00:00,,
555,Eu quero mais tatuagens,2020-12-25 03:52:41+00:00,,
556,Hoje tá esquisito,2020-12-25 02:41:14+00:00,,
557,"@ac_carolinda Mulher o povo tava reclamando dele esses dias, pq parece q dá pra identificar a carta por trás",2020-12-24 15:11:22+00:00,,
558,Lançaram um multiverso em Supernatural vlh 😒😒,2020-12-24 03:55:36+00:00,,
559,Alguém tem q parar esses imundos https://t.co/XO5Ig0qBJn,2020-12-23 14:58:21+00:00,,https://twitter.com/deccache/status/1341572483800035328
560,"@lukehxh Não amigo!!! Termine Aang antes, vc vai ter uns spoilers em Korra",2020-12-23 13:52:40+00:00,,
561,"E eu q tava assistindo o especial de fim de ano do Roberto Carlos, alguém me salva",2020-12-23 13:38:54+00:00,,
562,"@mattsandria Amigo uqe gatilho, sdds daquelas canas",2020-12-23 13:36:51+00:00,,
563,"@lukehxh Eu sou muito fanboy das duas lendas, é ótimo né?",2020-12-23 13:36:16+00:00,,
564,@LittlePipica Tu n terminou?,2020-12-23 12:53:34+00:00,,
565,@LittlePipica Num é perfeito??,2020-12-23 12:44:16+00:00,,
566,@wesmath3us @luanlovato Melhora tudo kkkkk,2020-12-23 03:07:44+00:00,,
567,@wesmath3us @BonddDanny @kayabixa @pabllovittar @luisasonza @Anitta @flavioverne Maravilhosaaas!!!!!!,2020-12-22 18:51:02+00:00,,
568,"@viioloncella Eu vi uma frase esses dias que reflete muito bem isso: ""o isento já escolheu o lado mais forte""",2020-12-22 03:06:50+00:00,,
569,"@MatheuIan Oh amigo, vamos conversar? Hehe",2020-12-22 01:17:25+00:00,,
570,@tteusao Pois na primeira já foi aqui kkkk,2020-12-22 00:16:21+00:00,,
571,"Que música perfeita, que clipe lindo!!! #modoturbo",2020-12-22 00:13:34+00:00,,
572,CARALHOOOO!!! #modoturbo,2020-12-22 00:04:01+00:00,,
573,Liberal consumindo conteúdo de coach --&gt; revirando os olhos até cegar,2020-12-21 23:57:51+00:00,,
574,"Ódio de gente que vem com essa: ""não gosto de discutir política"".",2020-12-21 22:53:08+00:00,,
575,"@wesmath3us @joesimpson727 Passado, além de n conhecer outros paises, acham q a Africa é um país. Imperialismo comendo no centro do planejamento pedagógico dos EUA",2020-12-21 19:24:38+00:00,,
576,O estresse de querer entrar de férias para se livrar das obrigações e ficar se obrigando a curtir as férias da melhor forma possível,2020-12-21 16:54:35+00:00,,
577,"@lukehxh Amigo eu tô tentando tbm, mas tá difícil",2020-12-21 16:51:10+00:00,,
578,@74grabowski Que???,2020-12-21 16:47:49+00:00,,
579,"Vlh eu tava fazendo as contas da minha nota se tivesse tentado o mestrado, eu tinha passado!!!!! Tomara q usem o cra ano que vem de novo",2020-12-21 16:34:45+00:00,,
580,Tentando estudar flask nessa altura do campeonato,2020-12-21 16:31:14+00:00,,
581,@ac_carolinda Eu amo,2020-12-21 12:01:04+00:00,,
582,Esse final de Tatuagem é muito triste,2020-12-21 03:32:36+00:00,,
583,@ComboFelipe Consciência de classe tá afetando tbm,2020-12-21 03:18:13+00:00,,
584,@mylaura_m Caramba vlh 😔,2020-12-21 03:16:04+00:00,,
585,@mattsandria The same here,2020-12-21 02:42:15+00:00,,
586,@Neidsonranngel Aceitaria sim,2020-12-20 15:37:23+00:00,,
587,@mdcpvs Tomara q a vacina saia antes,2020-12-20 02:54:58+00:00,,
588,Peguei Covid https://t.co/NlXqGcxVmB,2020-12-20 01:25:41+00:00,,https://twitter.com/NazareAmarga/status/1340353138109390848
589,"Vlh, tá foda",2020-12-19 03:36:58+00:00,,
590,@LittlePipica É perfeito num é?? Melhor Animação!,2020-12-19 02:07:01+00:00,,
591,@luandecrystal Que coisa maravilhosa amigo ♥️♥️♥️♥️,2020-12-19 01:52:57+00:00,,
592,@mattsandria Pq tu coloca no 1.5x?? Que pecado,2020-12-19 01:51:24+00:00,,
593,A america latina sofre até hoje com o imperialismo. E a intervenção dos países dominantes é uma das maiores causas dos nossos problemas.,2020-12-18 14:53:23+00:00,,
594,"""...[nossos] problemas são importados"" @safbf https://t.co/kcpjB6nI9r",2020-12-18 14:52:57+00:00,,
595,"@guilmoliva @born_cimento Uma das minhas séries favoritas, The Get Down ❤️❤️❤️❤️",2020-12-18 01:03:09+00:00,,
596,Nunca participei de confraternização da firma,2020-12-17 22:58:53+00:00,,
597,"@viioloncella Eu tô arrumando coragem, a preguiça de organizar post e stories veio",2020-12-17 17:26:08+00:00,,
598,Acho q vou criar um Instagram literário,2020-12-17 16:01:43+00:00,,
599,@gabrieldread O skoob,2020-12-17 03:47:14+00:00,,
600,"@tteusao Que, onde?",2020-12-17 03:45:28+00:00,,
601,@trut1nha .,2020-12-17 03:43:06+00:00,,
602,Pq a galera só percebe o curso das coisas quando já estão no extremo em?,2020-12-17 03:06:28+00:00,,
603,@d4ndara Eu quero!!!?,2020-12-16 12:51:36+00:00,,
604,"@ErikakHilton Pirataria nela, até a gente expropriar",2020-12-16 01:23:27+00:00,,
605,"@oleolacerda Ochi vala, depois quero saber quem foi",2020-12-15 17:09:46+00:00,,
606,@oleolacerda Em Olivedos?,2020-12-15 16:43:08+00:00,,
607,AAAAAAAA DRAG RACE UK VAI COMEÇAR DIA 14 DE JANEIRO AAAAAAA,2020-12-15 12:36:43+00:00,,
608,"@mattsandria N conhecia, vou olhar",2020-12-15 04:03:42+00:00,,
609,@LittlePipica 😲 kkkkkkkkkkk,2020-12-15 03:41:45+00:00,,
610,Só as exotéricas de computação hj no discord,2020-12-15 03:39:58+00:00,,
611,@LittlePipica Kkkkkkkk tenho q melhorar minhas interpretações,2020-12-15 03:38:40+00:00,,
612,"@mattsandria N vai, qual é?",2020-12-15 03:33:37+00:00,,
613,O dinheiro público n deve ser direcionado às empresas privadas #FundebÉPúblico,2020-12-14 14:13:14+00:00,,
614,"Eu amo que a galera liberal ama meter o pau no estado, mas piram numa intervenção estatal quando o assunto é dinheiro #FundebÉPúblico",2020-12-14 14:11:51+00:00,,
615,"@mattsandria Amigo d3 é coisa do demônio, aquilo me assusta até hoje",2020-12-13 15:03:26+00:00,,
616,@victoralmeidap E eu só 4 😲,2020-12-13 15:02:40+00:00,,
617,"Yeahh!! The best show ever, congratulations @trixiemattel and @katya_zamo #streamys https://t.co/NMHiC6KA3Y",2020-12-13 12:17:07+00:00,,https://twitter.com/streamys/status/1337958847110021121
618,@umbookaholic Capitães da Areia,2020-12-13 00:42:52+00:00,,
619,@wesmath3us @gabriellimaxx_ @coroadefrade Vcs n me respeitam kkkkkkkk,2020-12-13 00:07:44+00:00,,
620,@wesmath3us @gabriellimaxx_ @coroadefrade vcs comigo!! Kkkkkk https://t.co/l64Q3IfI3l,2020-12-12 22:57:19+00:00,,https://twitter.com/sue_svc/status/1337364374009344000
621,@LittlePipica amigo acho que esses são um bom começo,2020-12-11 21:43:42+00:00,,
622,@LittlePipica https://t.co/2BULE7Mait,2020-12-11 21:43:28+00:00,,
623,@LittlePipica https://t.co/NrGAF9FopD,2020-12-11 21:43:21+00:00,,
624,@LittlePipica https://t.co/HNdhXSOJpW,2020-12-11 21:40:30+00:00,,
625,@LittlePipica https://t.co/XYLEy8Bt3X,2020-12-11 21:39:45+00:00,,
626,@LittlePipica https://t.co/nKJ0DeKiSH,2020-12-11 21:39:31+00:00,,
627,Fazer consulta de vista é tão ruim,2020-12-11 11:44:13+00:00,,
628,"@Jeremia35664107 Homens heteros se atraem por mulheres, gays n são mulheres, isso n seria homofobia. Mas um homem trans é um homem e gays se atraem por homens. Essa sua comparação n faz sentido",2020-12-10 19:31:06+00:00,,
629,@felipellopez25 @Sr_Ar_Mais @hmcpedro @Leo__bs E com certeza ela eram bem antes disso tbm,2020-12-10 13:47:54+00:00,,
630,"@felipellopez25 @Sr_Ar_Mais @hmcpedro @Leo__bs Eu n disse q a luta começou em Stonewall, eu falei que as gays são transfóbicas desde aquela época.",2020-12-10 13:47:27+00:00,,
631,"@felipellopez25 @Sr_Ar_Mais @hmcpedro @Leo__bs Não meu anjo eu n disse isso, eu falei ""grande parte"", isso n significa a totalidade. Os gays estavam participando tbm, mas muitos como vc querem negar o papel trans nesse luta. Vai estudar história menino",2020-12-10 13:41:39+00:00,,
632,"@felipellopez25 @Sr_Ar_Mais @hmcpedro @Leo__bs realmente elas lutaram muito pelos gays, inclusive grande parte da luta para  conseguir a liberdade q tu tem hoje, foi responsabilidade delas",2020-12-10 13:37:59+00:00,,
633,o povo acha que eu canso,2020-12-10 13:35:40+00:00,,
634,"@felipellopez25 @Sr_Ar_Mais @hmcpedro @Leo__bs realmente, estão desde a revolta de Stonewall sendo transfóbicos, pq parariam em 2020?",2020-12-10 13:35:22+00:00,,
635,@felipellopez25 @Sr_Ar_Mais @hmcpedro @Leo__bs Menino eu tô amando os transfóbicos fãs da JK colocando as garrinhas de fora hj,2020-12-10 13:31:23+00:00,,
636,@JulioMarinho @DimLucca @CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Realmente vá procurar ajuda profissional,2020-12-10 13:29:15+00:00,,
637,"@JulioMarinho @DimLucca @CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs E assim a gente vai evoluir como sociedade, tendo preguiça de repensar sua posição no mundo e mando os outros cuidarem de seus gatilhos",2020-12-10 13:25:33+00:00,,
638,"@JulioMarinho @DimLucca @CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs E eu n tô falando para vcs ficarem com pessoa x e y. Eu tô falando para vcs tentarem perceber como seus desejos funcionam, pq as vezes isso pode machucar a existência de outra pessoa",2020-12-10 13:20:57+00:00,,
639,"@JulioMarinho @DimLucca @CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Minha questão é a seguinte, quando vc fala: n me relaciono com homens trans, ou homens pretos, ou homens gordos. Tudo isso é preconceito e a dificuldade de homens gays perceberem isso é muito grande",2020-12-10 13:19:33+00:00,,
640,@JulioMarinho @DimLucca @CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Frustração afetiva? Eita mulesta kkkkkkk,2020-12-10 13:12:02+00:00,,
641,@DimLucca @JulioMarinho @CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs E vcs são preconceituosos,2020-12-10 13:09:23+00:00,,
642,"@JulioMarinho @Sr_Ar_Mais @hmcpedro @Leo__bs Realmente n há mesmo, se eu pudesse fazer algo n existiria tantos gays  propagando transfobia com discurso de direito individual",2020-12-10 13:03:51+00:00,,
643,"@JulioMarinho @CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Eu n falei q iria decidir nada de ninguém. Estou questionando essa limitação em se relacionar com homens trans, q é puro preconceito.",2020-12-10 13:01:12+00:00,,
644,"@DimLucca Deixa de ser burro, vai ler um livro, n sabe nem a diferença de sexualidade e desejo",2020-12-10 12:59:06+00:00,,
645,"@DimLucca É escroto sim, mulher masculinizada meu cu, é Homem Trans",2020-12-10 12:58:24+00:00,,
646,"@CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Tu chega num local, vê um boy lindo, cheiroso, gostoso, engraçado, se vestindo bem, dando mole pra tu. Ai tu vai e nega a chance por ele ser trans, como isso se chama? TRANSFOBIA!",2020-12-10 11:01:44+00:00,,
647,"@CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs N, mas aceitar isso como se fosse só o seu desejo é transfobia. Negar a possibilidade de gostar de alguém trans é transfobia.",2020-12-10 10:59:40+00:00,,
648,"@CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Vamos lá então, nenhum de vcs chegaram nessa hr, vcs estão negando atração a um grupo inteiro, por qual motivo? Se isso n é a definição exata de preconceito eu n sei mais oq é preconceito",2020-12-10 10:55:11+00:00,,
649,"@CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Existem sim, conheço várias!",2020-12-10 10:53:12+00:00,,
650,"Se vc sente atrações por homens e afirma q n se atrair por homens trans, vc é TRANSFÓBICO!",2020-12-10 10:49:08+00:00,,
651,"@CaikeTortelli @Sr_Ar_Mais @PereiraCar_ASF @Antnoo2 @Leo__bs Eu julgo sim, um monte de viado perpetuando preconceito. Vão repensar teus desejos, isso n é difícil n.",2020-12-10 10:45:32+00:00,,
652,"@Sr_Ar_Mais @hmcpedro @Leo__bs Realmente n é difícil, gay escroto babaca que só pensa em piroca, esse é o motivo",2020-12-10 10:42:37+00:00,,
653,"@gustavohmdss @discoverbutnach @hmcpedro @BryannaNasck O boy afirma ""nunca me apaixonaria por um homem trans"" e acha q n é transfobia",2020-12-10 02:22:17+00:00,,
654,"@gustavohmdss @discoverbutnach @hmcpedro @BryannaNasck Mas é claro q é transfobia, n internalizada, escrachada mesmo",2020-12-10 02:21:23+00:00,,
655,@martalais_ 😍😍😍,2020-12-10 01:34:38+00:00,,
656,@wesmath3us @dragliciouz Passado!!!!! Já quero muito essa temporada,2020-12-10 01:33:33+00:00,,
657,@matth_calistro Eu tomo 4L de boa,2020-12-09 23:09:12+00:00,,
658,@eduardopds @juliobguedes 👀,2020-12-09 22:15:49+00:00,,
659,@LittlePipica QUE LINDOOO! 😍😍😍😍,2020-12-09 19:31:13+00:00,,
660,Ela sabe que as eleições foram para Assembleia Nacional? https://t.co/SCfmdRbmeA,2020-12-09 19:28:06+00:00,,https://twitter.com/janainalimasp/status/1335973065767915520
661,"2021 n pode me enganar, começando o ano já com #DragRace tem q ser um ano melhor q 2020 https://t.co/scAid8qchg",2020-12-09 19:26:02+00:00,,https://twitter.com/RuPaulsDragRace/status/1336724898765557760
662,@LittlePipica Sério?? Cadê?,2020-12-09 19:22:39+00:00,,
663,Como eu saio de casa/como queria sair https://t.co/0fdRi3ZjqT,2020-12-09 19:19:24+00:00,,
664,#NewProfilePic https://t.co/tqNqeOG1jg,2020-12-09 19:16:42+00:00,,
665,@eduardopds Deu certo amigo?,2020-12-09 16:48:36+00:00,,
666,"@d4ndara Arrasou, eu ainda tô no ep 7 da 12ª temporada 😔😔",2020-12-09 01:28:08+00:00,,
667,Vamos lá tentar colocar Supernatural em dia,2020-12-09 01:14:29+00:00,,
668,"@wesmath3us @wwwmlna @gabriellimaxx_ N sei, mas quero",2020-12-08 20:00:44+00:00,,
669,Pq organizar/escrever referência é tão chato? Vlh eu queria tanto colocar só a lista com tudo q usei.,2020-12-08 03:45:04+00:00,,
670,"@m4dmari @viioloncella Nam gente, tem condições n. Eu nunca ia conseguir fazer nada disso kkkk",2020-12-08 03:39:23+00:00,,
671,@viioloncella @m4dmari Eu tô passado com essa sua capacidade,2020-12-08 03:33:50+00:00,,
672,@LittlePipica Coragem,2020-12-08 03:28:55+00:00,,
673,"@nxthanwww Isso é legal, tbm fiz kkkkkkk",2020-12-08 03:26:29+00:00,,
674,"@viioloncella Não ai vc passou dos limites, como q tu consegue? Só pela ansiedade da dor eu n iria dormir kkkkkkkk",2020-12-08 03:23:47+00:00,,
675,"@eduardopds @mattsandria Ochi, quem danado ia colar uma resposta q o mínimo era duas laudas",2020-12-08 03:22:50+00:00,,
676,@eduardopds @mattsandria Sério? Foi nesse último muido das notas baixas?,2020-12-08 03:18:59+00:00,,
677,"Um exemplo de empresa dando visibilidade, como se só ser visível fosse o bastante https://t.co/DblDw0LrmR",2020-12-08 03:17:57+00:00,,https://twitter.com/DimitraVulcana/status/1336124944011423744
678,@LittlePipica Pq??,2020-12-08 03:16:32+00:00,,
679,@giovana_bo Eu pego sem dificuldade kkkkk,2020-12-07 19:26:46+00:00,,
680,Vcs dormem quando estão no dentista? Tipo na cadeira de ser atendido,2020-12-07 18:25:49+00:00,,
681,@luandecrystal Amigo só vem,2020-12-07 18:22:33+00:00,,
682,@luandecrystal Foi só largar o Instagram,2020-12-07 18:19:26+00:00,,
683,Leiam! https://t.co/kE6KMy2DeM,2020-12-07 18:01:21+00:00,,https://twitter.com/thiagoavilabr/status/1335979757335441409
684,@AntunesDantas Muito nada a ver,2020-12-07 17:12:19+00:00,,
685,"@omrmatias Já lancei essa dentro de um servidor, dei enter tremendo kkkkkk",2020-12-07 15:37:26+00:00,,
686,"@VictorHundo Não, as notas de AS q saíram nesse formato kkkkk",2020-12-07 15:36:33+00:00,,
687,Oq danado é um arquivo .mht?,2020-12-07 15:29:55+00:00,,
688,"@eduardopds Meu sonho, mas ainda tenho 😭",2020-12-07 13:53:59+00:00,,
689,Eu odeio quando acordo cedo achando q a aula era às 8,2020-12-07 11:31:29+00:00,,
690,@cadelinhafenty4 @Alana15Lima Nunca erramos,2020-12-07 03:16:14+00:00,,
691,Não terminei de escrever ainda 😭😭😭😭 https://t.co/GIn1dxgaw9,2020-12-07 03:15:58+00:00,,
692,@cadelinhafenty4 @Alana15Lima Vênus em áries 😇😇,2020-12-07 03:13:23+00:00,,
693,"Toda vez q tenho paciência de explicar, conto uma história diferente https://t.co/ztrsbAJ8c9",2020-12-07 02:20:13+00:00,,https://twitter.com/lacerda/status/1335703124347150338
694,Vlh fazia tanto tempo que tinha escrito um análise/pesquisa na graduação,2020-12-07 01:36:24+00:00,,
695,"@KiwiLover6 Odeio isso, n faz sentido. N é organização, vc tá ilustrando sua estante só kkkkkk",2020-12-06 20:49:58+00:00,,
696,"Não há alternativa! 
https://t.co/TSb6YM08s1",2020-12-06 14:56:04+00:00,,
697,@oleolacerda @R1ck_thenbhd Amoooo,2020-12-06 12:15:53+00:00,,
698,Eu tenho q parar de beber,2020-12-05 23:25:01+00:00,,
699,"@tteusao Ochi menino, da próxima vc deixa eu escolher a bebida e a quantidade",2020-12-05 16:35:30+00:00,,
700,@Andersonfvidal Sonho,2020-12-04 23:42:03+00:00,,
701,@cadelinhafenty4 Eu ainda n superei,2020-12-04 20:47:25+00:00,,
702,Tomando coragem pra fazer um negócio ali,2020-12-04 04:05:41+00:00,,
703,@ac_carolinda Kkkkkkkkkk,2020-12-03 21:36:37+00:00,,
